author,title,description,url,publishedAt,content
https://www.facebook.com/bbcnews,Russia's businesses under strain from Ukraine's attacks on Wildberries,Ukrainian drones have hit several retail warehouses belonging to Russia's biggest online retailer Wildberries in a matter of days.,https://www.bbc.co.uk/news/articles/cvg9n2y61w6o,2026-07-22T23:06:08Z,"Supporting small and medium-sized businesses has been among Vladimir Putin's declared priorities even in wartime, and framed as a backbone of resilience in the face of Western sanctions.
But the Rus… [+1432 chars]"
Jason Ma,"Russia’s economy is an ‘illusion’ built on debt, and a banking crisis is ready to explode, intel report says, while the Kremlin may seize pensions","The intelligence report estimated that 10% of Russia's corporate ⁠loans may not be repaid, while 15% of retail loans at some top banks may be non-performing.",https://finance.yahoo.com/economy/articles/russia-economy-illusion-built-debt-200254295.html,2026-07-12T20:02:54Z,"An energy crisis is already ravaging Russia's economy, and a banking crisis may soon erupt as a mountain of debt weighs on consumers and businesses.
According to a European intelligence report seen … [+3991 chars]"
"Gabby Landsverk,Jack Newsham",It's a cruel summer heatwave: Taylor Swift and Travis Kelce wedding attracts small crowds as NYC temps spike,Only a few brave Taylor Swift fans lined the hot NYC sidewalks outside the arena where she and Travis Kelce reportedly were tying the knot.,https://www.businessinsider.com/taylor-swift-travis-kelce-wedding-fans-msg-heat-2026-7#article,2026-07-03T22:11:02Z,A woman in a wedding veil looks down a closed street outside Madison Square Garden amid reports that Taylor Swift and Travis Kelce are throwing a wedding celebration inside.Tom Weller/picture allianc… [+3359 chars]
By Andrea Shalal,"US Treasury trims 84 people, firms from its sanctions list as review continues","By Andrea Shalal WASHINGTON, July 27 (Reuters) - The U.S.",https://www.yahoo.com/news/politics/articles/us-treasury-trims-84-people-171355218.html,2026-07-27T17:13:55Z,"By Andrea Shalal
WASHINGTON, July 27 (Reuters) - The U.S. Treasury on Monday purged another 84 companies and people from its 17,000-plus sanctions lists as part of a broader push to streamline sanct… [+3205 chars]"
Numan Bhat,"India’s ethanol rush prompts anger among vehicle owners, questions for gov’t",Indian gas stations now only offer fuel with 20 percent ethanol blended in. But the rushed move has triggered criticism.,https://www.aljazeera.com/news/2026/7/15/indias-ethanol-rush-prompts-anger-among-vehicle-owners-questions-for-govt,2026-07-15T07:05:24Z,"When Krishna Kumar pulled into a petrol station in New Delhi a few months ago, he expected nothing more than a routine fuel stop. Instead, like millions of motorists across India, he found that E20 p… [+12827 chars]"
Jake Bittle,Why the Iran war hasn’t caused a global oil crisis — yet,The world has found ways to adapt without crude from the Strait of Hormuz. Experts say that won’t last.,https://grist.org/energy/why-the-iran-war-hasnt-caused-a-global-oil-crisis-yet/,2026-07-21T08:45:00Z,"When the Strait of Hormuz first closed at the start of the 2026 Iran war, the world braced for the largest energy crisis in history. Before the conflict began, almost 20 percent of the worlds traded … [+8936 chars]"
Al Jazeera Staff,Cuba suffers second island-wide blackout in a week amid Trump fuel blockade,"US President Donald Trump has placed the Caribbean island under a de facto oil blockade, straining its power grid.",https://www.aljazeera.com/news/2026/7/10/cuba-suffers-second-island-wide-blackout-in-a-week-amid-trump-fuel-blockade,2026-07-10T23:18:08Z,"Cuba has reported its second nationwide blackout in less than a week, plunging the island into darkness shortly before evening.
On Friday, the Union Electrica de Cuba, the state-owned utility in cha… [+3434 chars]"
Ed Cara,Viagra Could Be a Secret Weapon Against Cancer,Recent research suggests sildenafil might help disturb cancer's ability to spread elsewhere in the body.,https://gizmodo.com/viagra-could-be-a-secret-weapon-against-cancer-2000791410,2026-07-27T20:05:02Z,"Everyone’s favorite blue little pill might be even more impressive than we knew. A recent study suggests that sildenafil, the active ingredient in the erectile dysfunction drug Viagra, may actually h… [+3687 chars]"
Al Jazeera Staff,Who is Iranian oil tycoon Shamkhani whose ship is stranded in Hormuz?,Iranian oil shipping magnate Mohammad Hossein Shamkhani has been sanctioned by the West over his shadow fleet.,https://www.aljazeera.com/news/2026/7/2/who-is-iranian-oil-tycoon-shamkhani-whose-ship-is-stranded-in-hormuz,2026-07-02T14:15:42Z,Maritime monitoring service TankerTrackers.com said on Thursday that a ship which Iranian media reported had run aground in the Strait of Hormuz has in fact been stuck in the same spot since March an… [+4648 chars]
Al Jazeera Staff,"Cuba’s power grid collapses again, triggering third blackout in 10 days",Millions lost power as Cuba’s fifth nationwide blackout of 2026 hit amid a US-imposed oil blockade.,https://www.aljazeera.com/news/2026/7/14/cubas-power-grid-collapses-again-triggering-third-blackout-in-10-days,2026-07-14T17:34:29Z,"Cubas national power grid has collapsed, plunging the island into its third nationwide blackout in less than 10 days and leaving approximately 10 million people without electricity.
The outage began… [+2088 chars]"
By Andrea Shalal,US issues fresh Iran-related sanctions as conflict flares,"By Andrea Shalal WASHINGTON, July 10 (Reuters) - The U.S. issued new Iran-related sanctions on Friday targeting a key financier for Iran's new Supreme Leader...",https://www.yahoo.com/news/articles/us-issues-fresh-iran-related-185043128.html,2026-07-11T03:03:00Z,"By Andrea Shalal
WASHINGTON, July 10 (Reuters) - The U.S. issued new Iran-related sanctions on Friday targeting a key financier for Iran's new Supreme Leader Ayatollah Mojtaba Khamenei and 13 other … [+4268 chars]"
Idrees Kahloon,The Global Economy Is Both Alive and Dead,"Businesses and consumers are struggling to deal with the Iran war, which is simultaneously happening and not happening.",https://www.theatlantic.com/ideas/2026/07/imf-report-consumers-iran-war/687858/,2026-07-09T17:54:03Z,"Yesterday, the International Monetary Fund happily reported that the world had weathered the recently settled Iran war surprisingly well. That same day, President Trump declared the cease-fire over a… [+5116 chars]"
Jason Ma,"Top Iranian officials admitted to the supreme leader that the U.S. naval blockade was crushing the economy, report says, as Trump eyes reimposing it","""Ultimately, both sides need a deal soon given domestic vulnerabilities: looming U.S. midterms, Iran's economic and political fragilities.""",https://www.yahoo.com/news/politics/articles/top-iranian-officials-admitted-supreme-162000309.html,2026-07-10T16:20:00Z,"Iran's president and central bank chief told Supreme Leader Ayatollah Mojtaba Khamenei the economy was on the ropes due to the U.S. naval blockade, according to a report.
As the regime weighed wheth… [+3939 chars]"
ABC News,"WATCH: Powerful home explosion rocks Ohio community, shaking felt at least two miles away","A powerful home explosion rocked an entire neighborhood in Canton, Ohio, and damaged nearby homes. Two people were seriously hurt in what authorities believe was a natural gas explosion.",https://abcnews.com/video/135244188/,2026-07-31T01:22:02Z,"<ul><li>Investigators looking into link between Iran and water system hacks: U.S. officials
</li><li>Fmr. USWMNT soccer icon Megan Rapinoe on new podcast, I think I'm just curious
</li><li>What the… [+4710 chars]"
"David Brennan, Nadine El-Bawab",Iran live updates: US launches 'powerful' airstrikes after reported strait attacks,"President Donald Trump announced ""major combat operations"" against Iran on Feb. 28, with massive joint U.S.-Israeli strikes.",https://abcnews.com/International/live-updates/iran-live-updates-thousands-throng-tehran-streets-khamenei/?id=134509610,2026-07-07T21:29:06Z,"The U.S. is revoking a license that authorized the sale of Iranian oil, a key aspect of the memorandum of understanding signed between the U.S. and Iran last month. A U.S. official pointed to recent … [+1892 chars]"
"By Ahmed Elimam, Eman Abouhassira and Andrew Mills","Trump says US agreed to Iran's request to continue talks, but ceasefire is over","By Ahmed Elimam, Eman Abouhassira and Andrew Mills DUBAI, July 10 (Reuters) - President Donald Trump said on Friday that the United States and Iran had agree...",https://www.yahoo.com/news/politics/articles/tanker-traffic-slows-strait-hormuz-120600473.html,2026-07-10T19:30:47Z,"By Ahmed Elimam, Eman Abouhassira and Andrew Mills
DUBAI, July 10 (Reuters) - President Donald Trump said on Friday that the United States and Iran had agreed to continue talks despite a recent esca… [+5230 chars]"
Dariel Pradas,‘To play God’: Cuba’s healthcare system collapses under US pressure,"As the Trump administration tightens US sanctions, Cuba's healthcare sector struggles with fuel and supply shortages.",https://www.aljazeera.com/news/longform/2026/7/30/to-play-god-cubas-healthcare-system-collapses-under-us-pressure,2026-07-30T16:34:12Z,"The tightening restrictions have forced the Cuban government to effectively ration care.
In February, Havana announced a package of emergency energy-saving measures. Among them was the suspension of… [+3411 chars]"
,Ukrainian attacks cause chaos at fuel stations across Russia,Ukraine’s targeting of Russia’s major oil refineries has sparked a nationwide fuel shortage.,https://www.aljazeera.com/video/newsfeed/2026/7/10/ukrainian-attacks-cause-chaos-at-fuel-stations-across-russia,2026-07-10T20:23:36Z,"NewsFeed
Ukraines targeting of Russias major oil refineries has sparked a nationwide fuel shortage, causing fights and mile-long queues outside stations."
Jennifer Ludden,"The renter-owner wealth gap is wider than ever, as many are priced out of buying","Housing has long been the largest source of wealth for middle income families. But many renters cannot afford to buy as housing prices soar, which could fuel a generational divide.",https://www.npr.org/2026/07/30/nx-s1-5910711/renter-owner-wealth-gap,2026-07-30T09:00:00Z,"Jay Washington grew up in the house his mother bought in 1984 in Augusta, Ga., with no college degree and only her single income at a local manufacturing plant. He said her real estate agent had a pr… [+9455 chars]"
jsor@businessinsider.com (Jennifer Sor),Oil is back to pre-war levels. Here's a timeline of how the market weathered a historic supply shock.,The market's worst-case oil scenarios were largely avoided due to persistent optimism that the war would soon end.,https://www.businessinsider.com/crude-oil-price-iran-war-impact-levels-supply-shock-trump-2026-7#article,2026-07-07T08:55:01Z,"As the first attacks of the Iran war began and the Strait of Hormuz was shuttered, markets wasted little time pricing in the expected devastation in oil markets.
Oil prices skyrocketed overnight. Wi… [+7005 chars]"
Ana Maria Constantin,AI is writing your date’s messages. The dating apps say they cannot stop it.,"Singles are feeding their dating app conversations into ChatGPT and Claude, asking the models to write replies, analyse what went wrong, and generate opening lines. The practice, called “chatfishing,” has produced a 5,000% spike in Google searches and a growi…",https://thenextweb.com/news/chatfishing-ai-dating-apps-chatgpt-claude-tinder-hinge/,2026-07-20T13:29:52Z,"TL;DR
Singles are outsourcing dating messages to ChatGPT and Claude. Match, Hinge, and Bumble are not screening for it. 26% of US adults have used AI for dating help.
Singles are feeding their dati… [+2786 chars]"
Bruce Gil,The RAMpocalypse Is Starting to Hit the Auto Industry,GM warns that the ongoing memory shortage could cost the company billions.,https://gizmodo.com/the-rampocalypse-is-starting-to-hit-the-auto-industry-2000789990,2026-07-23T19:55:29Z,"The AI-fueled memory shortage has already sent prices soaring for computers and video game consoles. Now, cars could be next.
Automakers around the world are beginning to respond to rising memory co… [+2587 chars]"
Oil & Gas 360,America’s oil safety net is wearing thin,(By Oil & Gas 360) – The U.S. Strategic Petroleum Reserve was created in the aftermath of the 1973 Arab […],https://finance.yahoo.com/energy/articles/america-oil-safety-net-wearing-213019227.html,2026-07-13T21:30:19Z,(By Oil &amp; Gas 360) The U.S. Strategic Petroleum Reserve was created in the aftermath of the 1973 Arab oil embargo to serve one purpose: to provide the country with a buffer against severe supply … [+6440 chars]
John T Psaropoulos,"Baulking at shipping sanctions, Greece balances Ukraine aid, fear of Russia","Sanctions on Russian LNG would hurt Greek shipping, argues Athens, but it also fears Moscow’s hybrid warfare.",https://www.aljazeera.com/news/2026/7/22/baulking-at-shipping-sanctions-greece-balances-ukraine-aid-fear-of-russia,2026-07-22T11:04:43Z,"Greeces relations with Ukraine have hit a new hurdle just weeks after clearing the last one, in a sign of how Europeans are trying to balance helping Ukraine with protecting their own economies.
The… [+5482 chars]"
,Cuba's electrical grid goes dark for the 2nd time in a week,Cuba's national electrical grid collapsed on Friday in the second nationwide outage this week and the fourth this year as a U.S.-imposed oil blockade has crippled the island's already obsolete generation system.,https://www.cbc.ca/news/world/cuba-electrical-grid-second-failure-9.7266810,2026-07-11T02:39:07Z,Cuba's national electrical grid collapsed on Friday in the second nationwide outage this week and the fourth this year as a U.S.-imposed oil blockade has crippled the island's already obsolete genera… [+3325 chars]
Reuters,"China's rare earth curbs endanger $6.5 trillion of Western industry, IEA says","LONDON, July 16 () - The full implementation of China's rare earth export restrictions could put $6.5 trillion of downstream production outside the country ‌...",https://finance.yahoo.com/news/chinas-rare-earth-curbs-endanger-050616544.html,2026-07-16T05:16:12Z,"LONDON, July 16 (Reuters) - The full implementation of China's rare earth export restrictions could put $6.5 trillion of downstream production outside the country at risk, the International Energy Ag… [+1866 chars]"
By Satoshi Sugiyama and Hina Suzuki,Corporate Japan's rare-earth warnings get louder as China keeps the spigot closed,"By Satoshi Sugiyama and Hina Suzuki TOKYO, July 7 (Reuters) - A shortage of critical minerals is starting to affect the broader Japanese economy, adding a se...",https://finance.yahoo.com/economy/articles/corporate-japans-rare-earth-warnings-230746034.html,2026-07-06T23:07:46Z,"By Satoshi Sugiyama and Hina Suzuki
TOKYO, July 7 (Reuters) - A shortage of critical minerals is starting to affect the broader Japanese economy, adding a sense of urgency for Prime Minister Sanae T… [+4730 chars]"
Nitish Pahwa,Your Electronics Are About to Get Way More Expensive,The A.I. boom and the Iran war are driving demand for chips to unprecedented levels—leading to bigger price tags for your gadgets.,https://slate.com/business/2026/07/ai-car-phone-expensive-iran.html,2026-07-02T09:40:00Z,"Sign up for the Slatest to get the most insightful analysis, criticism, and advice out there, delivered to your inbox daily.
The never-ending inflation spiral has come for your favorite, most necess… [+5894 chars]"
Juli Clover,Senators Demand Apple Commit to Not Buying Chinese Memory Chips,"U.S. Senator Chuck Schumer has teamed up with several of his Senate colleagues to demand Apple commit to not purchasing chips from Chinese companies ChangXin Memory Technologies (CXMT) or Yangtze Memory Technologies Co. (YMTC). [PDF]





With memory shortage…",https://www.macrumors.com/2026/07/30/apple-chinese-chips-senator-letter/,2026-07-30T19:29:00Z,U.S. Senator Chuck Schumer has teamed up with several of his Senate colleagues to demand Apple commit to not purchasing chips from Chinese companies ChangXin Memory Technologies (CXMT) or Yangtze Mem… [+3477 chars]
Ece Yildirim,US Treasury Chief Threatens Sanctions on Chinese AI Labs Over ‘IP Theft’ Concerns,Treasury Secretary Scott Bessent vowed action in the coming days or weeks.,https://gizmodo.com/us-treasury-chief-threatens-sanctions-on-chinese-ai-labs-over-ip-theft-concerns-2000788553,2026-07-21T21:15:22Z,"U.S. Treasury Secretary Scott Bessent has “the ability to sanction,” and he is not afraid to use it.
In an interview with Fox Business on Tuesday, Trump’s Treasury chief said that Chinese open-sourc… [+5040 chars]"
Ece Yildirim,"Dario Amodei Says He’s Not Against Open Models, He’s Against Selling Chips to China",Anthropic's stance is unlikely to fly with strategic partner Nvidia.,https://gizmodo.com/dario-amodei-says-hes-not-against-open-models-hes-against-selling-chips-to-china-2000791895,2026-07-28T20:50:58Z,"The American AI industry is split over open models. Those in the industry who say they are all for open AI development have started blaming frontier AI model providers, especially Anthropic, for push… [+6447 chars]"
Antonio G. Di Benedetto,"This is my new favorite laptop, but thanks to RAMageddon it already went up in price by $800","Framework laptops always come with compromises in exchange for their unique DIY premise. Even though you pay extra for one compared to sleeker options from competitors, it's easier to excuse minor flaws for modular ports, easy repairs, and an impressive range…",https://www.theverge.com/tech/971160/framework-laptop-13-pro-intel-review,2026-07-27T14:10:08Z,"<ul><li></li><li></li><li></li></ul>
The Framework Laptop 13 Pro has it all. But RAMageddon spiked its price.
If you buy something from a Verge link, Vox Media may earn a commission. See our ethics… [+15366 chars]"
Ece Yildirim,"Nvidia Throws Its Support Behind OpenAI, Open AI, and… Super-Closed AI?","The chip giant is backing open-source AI and OpenAI, and a super secretive AI startup led by OpenAI scientist Ilya Sutskever.",https://gizmodo.com/nvidia-throws-its-support-behind-openai-open-ai-and-super-closed-ai-2000791353,2026-07-28T00:26:09Z,"Nvidia believes that AI should be developed in open collaboration. But it also can’t resist a super secretive AI company.
On Monday, the chip giant announced that it was forming a coalition called t… [+5250 chars]"
ILLIA NOVIKOV,"A US license could let Ukraine produce Patriot missiles, but it won’t be simple or quick","U.S. President Donald Trump’s pledge to give Ukraine a license to produce Patriot air-defense systems could mark a major breakthrough for Kyiv, but experts a...",https://www.yahoo.com/news/politics/articles/us-license-could-let-ukraine-142548664.html,2026-07-10T14:25:48Z,"KYIV, Ukraine (AP) U.S. President Donald Trump's pledge to give Ukraine a license to produce Patriot air-defense systems could mark a major breakthrough for Kyiv, but experts and Ukrainian officials … [+6737 chars]"
Marcus Mendes,"Apple now testing DRAM chips from banned Chinese memory supplier, per report","After Apple started lobbying the US government for approval to use memory chips from CXMT, The Financial Times now reports that the company is actively testing the components for devices sold in China. Here are the details.",https://9to5mac.com/2026/07/08/apple-now-testing-dram-chips-from-banned-chinese-memory-supplier-per-report/,2026-07-08T14:25:39Z,"After Apple started lobbying the US government for approval to use memory chips from CXMT, The Financial Times now reports that the company is actively testing the components for devices sold in Chin… [+2376 chars]"
,"Fox News AI Newsletter: American manufacturer says AI is creating jobs, not replacing them",Stay up to date on the latest AI technology advancements and learn about the challenges and opportunities AI presents now and for the future.,https://www.foxnews.com/tech/ai-newsletter-american-manufacturer-says-ai-creating-jobs-not-replacing-them,2026-07-02T17:17:27Z,"Welcome to Fox News' Artificial Intelligence newsletter with the latest AI technology advancements.
IN TODAYS NEWSLETTER:
- One of America's oldest manufacturers says AI is creating jobs not replac… [+3174 chars]"
"ashilov@gmail.com (Anton Shilov) , Anton Shilov","China is considering export controls on AI technologies, including banning local companies from using TSMC, report claims — restrictions would also advanced AI models, training data, and overseas acquisitions","China's Ministry of Commerce (MofCom) considers to restrict exports of advanced AI models, training data, and overseas acquisitions of strategically important technology companies; prohibit usage of foreign semiconductor manufacturing services.",https://www.tomshardware.com/tech-industry/artificial-intelligence/china-is-considering-export-controls-on-ai-technologies-including-banning-local-companies-from-using-tsmc-report-claims-restrictions-would-also-advanced-ai-models-training-data-and-overseas-acquisitions,2026-07-21T16:04:43Z,"China is considering a major expansion of its technology export restrictions that could cover advanced AI models, training data, and overseas acquisitions of strategically important technology compan… [+3182 chars]"
Adnan Farooqui,Samsung works to increase supply so that Apple doesn’t buy Chinese memory,"Apple can't source mobile memory chips from Chinese suppliers currently due to restrictions imposed by the US government. The company has been lobbying the administration to lift those restrictions, effectively arguing that current sky-high memory chip prices…",https://www.sammobile.com/news/samsung-works-to-increase-supply-so-that-apple-doesnt-buy-chinese-memory/,2026-07-27T14:01:59Z,"Apple can't source mobile memory chips from Chinese suppliers currently due to restrictions imposed by the US government. The company has been lobbying the administration to lift those restrictions, … [+1337 chars]"
Chase Codewell,Infineon Opens World’s Largest Power Semiconductor Fab in Dresden,"Infineon Technologies has opened what officials described as the world’s largest power semiconductor fabrication plant in Dresden, Germany. The facility, named the “Smart Power Fab,” began operations in mid-2025, according to company statements. The plant is …",https://www.naturalnews.com/2026-07-08-infineon-opens-largest-power-semiconductor-fab-dresden.html,2026-07-08T06:00:00Z,"Infineon Technologies has opened what officials described as the world's largest power semiconductor fabrication plant in Dresden, Germany. The facility, named the ""Smart Power Fab,"" began operations… [+5366 chars]"
"Alistair Barr,Charles Rollet",This AI shortcut could destroy the industry's profits,"AI distillation threatens top AI firms like Anthropic, OpenAI, and Google as rivals use it to replicate cutting-edge models affordably.",https://www.businessinsider.com/distillation-problem-ai-industry-anthropic-openai-2026-7#article,2026-07-08T09:00:03Z,"Getty Images; Alyssa Powell/BI
<ul><li>Distillation used to be a legitimate AI research technique. Now it's a competitive weapon.</li><li>Top AI labs worry distillation is upending their business mo… [+7385 chars]"
Nilay Patel,Even Nvidia’s head of automotive fights with Nvidia for compute,"Today, I’m talking with Xinzhou Wu, who is the head of automotive at Nvidia.  Nvidia is obviously in the news constantly because of the AI boom — it’s one of the most valuable companies in the world, because the AI industry can’t get enough of the company’s G…",https://www.theverge.com/podcast/964614/nvidia-auto-xinzhou-wu-ev-ai-hyperion-autonomy-cars-tesla,2026-07-13T14:17:48Z,"<ul><li></li><li></li><li></li></ul>
Xinzhou Wu on autonomy, Chinese cars, and if we really need lidar
by
Nilay PatelClose
Posts from this author will be added to your daily email digest and your… [+58211 chars]"
RT,Chinese chip giant defies US pressure with 466% debut surge,"CXMT’s shares surged 466% in Asia’s biggest IPO of 2026, making the firm mainland China’s most valuable listed company despite US export curbs",https://www.rt.com/news/643562-cxmt-chips-ipo-defies-us-pressure/,2026-07-28T11:15:02Z,"China’s largest memory-chip maker, ChangXin Memory Technologies (CXMT), has become the mainland’s most valuable listed company after its shares jumped more than five fold on their market debut.
The … [+2433 chars]"
Jacqueline LeKachman,I'm a 25-year-old grad student on a budget. I've struggled to accept financial help from my Boomer and Gen X friends.,"Quitting my full-time job for grad school sent me into saving mode. My older friends started paying for me, which made me uncomfortable at first.",https://www.businessinsider.com/grad-student-on-budget-struggled-accept-help-gen-x-friends-2026-6#article,2026-07-05T11:47:01Z,"The author with her 64-year-old friend at a Manhattan coffee shop.Courtesy of Jacqueline LeKachman
<ul><li>Quitting my full-time job to go to grad school sent me into major money-saving mode.</li><l… [+4671 chars]"
IT News,DeepSeek develops custom inference chips to bypass US export restrictions,Chinese AI startup DeepSeek is reportedly developing its own custom semiconductor designed specifically for AI inference tasks. This strategic move aims to reduce the company's reliance on external hardware providers like Nvidia and Huawei for running its lar…,https://4sysops.com/archives/deepseek-develops-custom-inference-chips-to-bypass-us-export-restrictions/,2026-07-07T11:12:18Z,"The shift toward in-house hardware development follows a pattern seen in Western AI labs like OpenAI and Anthropic. By creating specialized silicon, DeepSeek intends to optimize the performance of it… [+827 chars]"
"editors@tomshardware.com (Bruno Ferreira) , Bruno Ferreira",China's Moonshot AI reportedly used Nvidia Blackwell chips for training Kimi K3 — company circumvented both U.S. export and Chinese import controls to acquire compute,Moonshot AI reportedly used Nvidia Blackwell chips for training Kimi K3 — potentially circumventing both U.S. export and Chinese import controls,https://www.tomshardware.com/tech-industry/artificial-intelligence/chinas-moonshot-ai-reportedly-used-nvidia-blackwell-chips-for-training-kimi-k3-company-circumvented-both-u-s-export-and-chinese-import-controls-to-acquire-compute,2026-07-29T10:00:00Z,"Keeping the upper hand in the AI arms race has become a vital goal for both the U.S. and China, and Nvidia's Blackwell AI chips are one of many flashpoints in that fight. The US government bars their… [+3676 chars]"
Nilay Patel,Tariffs didn’t bring manufacturing jobs back to the US,"Today, I’m talking with Evan Smith, who is cofounder and CEO of Altana, a company that develops software tools to manage big, messy supply chain networks around the world. We last had Evan on in early 2025 to talk about how Trump’s first few waves of tariffs …",https://www.theverge.com/podcast/971306/tariffs-liberation-day-ai-trade-shipping-jobs-canada,2026-07-27T13:56:02Z,"<ul><li></li><li></li><li></li></ul>
Altana CEO Evan Smith on the new normal of global trade.
by
Nilay PatelClose
Posts from this author will be added to your daily email digest and your homepage… [+58501 chars]"
Edison Reed,Chinese Startup Dongfang Suanxin Develops 3D Chip Architecture to Bypass U.S. Export Restrictions,"Chinese startup Dongfang Suanxin has announced a new chip design using a three-dimensional architecture that company officials say can compete with Nvidia’s artificial intelligence (AI) processors while employing older, unrestricted manufacturing nodes. The d…",https://www.naturalnews.com/2026-07-16-chinese-startup-3d-chip-architecture-bypass-restrictions.html,2026-07-16T06:00:00Z,Chinese startup Dongfang Suanxin has announced a new chip design using a three-dimensional architecture that company officials say can compete with Nvidia's artificial intelligence (AI) processors wh… [+6506 chars]
Mia Osmonbekov,Billionaires warned New York would scare off business. Anthropic and Airbnb just made their biggest bets on the city yet,"Not only are they expanding their footprint, they’re also doubling headcount. Anthropic said it plans to have more than 1,000 employees by end of year.",https://finance.yahoo.com/technology/ai/articles/billionaires-warned-york-scare-off-203541248.html,2026-07-10T20:35:41Z,"Some billionaires have spent the past year warning that New York City's political climate could scare away companies, capital, and high earners. But two fast-growing brands are moving in despite the … [+5370 chars]"
Jabran Kundi,Memory Prices Heat Finally Reaches Nvidia. Here’s How Jensen Huang Is Dealing With It.,"Nvidia CEO Jensen Huang has been proactive in ensuring memory chip supply for Nvidia, but the supply crunch is catching up.",https://www.barchart.com/story/news/3184292/memory-prices-heat-finally-reaches-nvidia-heres-how-jensen-huang-is-dealing-with-it,2026-07-08T13:00:02Z,"Memory chips have become costly, owing to the high demand and limited supply of high-bandwidth memory (HBM). As a result, AI infrastructure deployments have also become more costly that is if compani… [+5172 chars]"
Sarah Kreps,The Integrated Circuit and the Future of AI Leadership,"Editor’s note: This is the first article in a limited series celebrating American defense technologies born from wartime and their effects on broader national security, politics, and society. This series will run for several weeks to commemorate America’s 250…",https://warontherocks.com/cogs-of-war/the-integrated-circuit-and-the-future-of-ai-leadership/,2026-07-03T08:00:02Z,"Editor’s note: This is the first article in a limited series celebrating American defense technologies born from wartime and their effects on broader national security, politics, and society. This se… [+15600 chars]"
Al Jazeera Staff,China’s Xi says AI ‘should not be a solo performance by a single country’,The Chinese leader called for more international cooperation in developing the technology at a conference in Shanghai.,https://www.aljazeera.com/news/2026/7/17/ai-xi,2026-07-17T05:22:51Z,"Artificial intelligence should not be dominated by one country, Chinese President Xi Jinping has said, urging international cooperation on development at a major conference in Shanghai.
Xi also emph… [+3228 chars]"
Thomas Richmond,70% of Teradyne’s Revenue Is Tied to AI. Should You Buy Before July 29 Q2 Earnings?,"Teradyne has nearly doubled in 2026 by placing one very concentrated bet, and its July 29 earnings report will reveal whether that bet still has room to run...",https://247wallst.com/investing/2026/07/25/70-of-teradynes-revenue-is-tied-to-ai-should-you-buy-before-july-29-q2-earnings/,2026-07-25T15:52:37Z,"Quick Read
<ul><li>Teradyne delivered 87% revenue growth with $2.56 non-GAAP EPS in Q1 FY2026, as roughly 70% of revenue now ties directly to AI demand.
</li><li>Peers ONTO and COHU trade at traili… [+3293 chars]"
Brian Sozzi,Why the ugly semiconductor rout could get uglier,"If the selling continues, semiconductor stock bulls could be forced to capitulate — bringing even more downward pressure to the sector.",https://finance.yahoo.com/markets/article/why-the-ugly-semiconductor-rout-could-get-uglier-132320715.html,2026-07-17T13:23:20Z,"It's getting ugly out there in semiconductor stock land, but maybe not ugly enough.
Quick insight: The closely watched iShares Semiconductor ETF (SOXX) is down 11% in the past month.
The problem ri… [+2564 chars]"
Lily Hess,"BOE, Chinese panel makers' chip push tightens the squeeze on South Korea","China's display makers, led by BOE Technology (BOE), are pushing deeper into semiconductors, with BOE advancing glass substrates, and a 12-inch wafer fab reportedly slated to begin mass production in the second half of 2026. Industry analysts say China is ext…",https://www.digitimes.com/news/a20260702PD218/boe-semiconductors-display-chip-supply-glass-substrate.html,2026-07-02T03:14:46Z,"China's display makers, led by BOE Technology (BOE), are pushing deeper into semiconductors, with BOE advancing glass substrates, and a 12-inch wafer fab reportedly slated to begin mass production in… [+58 chars]"
Blake Stimac,SpaceX Secretly Unveiled New AI Device to Investors. Is It a Phone or Not?,"Though publicly denied by Elon Musk, a new AI device from SpaceX company wouldn't be very surprising.",https://www.cnet.com/tech/services-and-software/spacex-shows-new-ai-device-investors-phone-rumor/,2026-07-02T22:23:20Z,"The idea of an AI-powered device that's not a smartphone is weird, but not unheard of. According to a report from The Wall Street Journal on Wednesday, SpaceX has already shown investors an early pro… [+2403 chars]"
Brian Sozzi,Alphabet earnings offer a moment of truth in this tech stock battle,Will the divergence in semis vs. Mag 7 end?,https://finance.yahoo.com/technology/article/alphabet-earnings-offer-a-moment-of-truth-in-this-tech-stock-battle-121514421.html,2026-07-22T12:15:14Z,"Alphabet (GOOG, GOOGL) earnings out later today will likely mark a moment of truth for tech investors.
That is, whether to stick with a renewed ""Magnificent Seven"" bull trade or buy the steep sell-o… [+2504 chars]"
Subhasree Kar,DeepSeek Just Dealt Nvidia Stock a Potentially Major Blow,DeepSeek’s custom AI chip ambitions could reshape the competitive landscape. What does that mean for Nvidia over the long term?,https://www.barchart.com/story/news/3205333/deepseek-just-dealt-nvidia-stock-a-potentially-major-blow,2026-07-09T13:15:02Z,"DeepSeek has already rattled Nvidia Corporation (NVDA) investors once with its low-cost artificial intelligence (AI) models. Now, the Chinese startup may be posing a far more direct competitive threa… [+6546 chars]"
